,iso2,year,cases,sex,age
55021,LV,1998,24.0,Female,15-24
55022,LV,1999,28.0,Female,15-24
55023,LV,2000,25.0,Female,15-24
55024,LV,2001,24.0,Female,15-24
55025,LV,2002,37.0,Female,15-24
55026,LV,2003,31.0,Female,15-24
55027,LV,2004,29.0,Female,15-24
55028,LV,2005,17.0,Female,15-24
55029,LV,2006,17.0,Female,15-24
55030,LV,2007,18.0,Female,15-24
55031,LV,2008,11.0,Female,15-24
55046,LY,1995,34.0,Female,15-24
55047,LY,1996,30.0,Female,15-24
55049,LY,1999,43.0,Female,15-24
55050,LY,2000,43.0,Female,15-24
55052,LY,2003,43.0,Female,15-24
55053,LY,2004,44.0,Female,15-24
55054,LY,2005,36.0,Female,15-24
55055,LY,2006,55.0,Female,15-24
55056,LY,2007,23.0,Female,15-24
55057,LY,2008,56.0,Female,15-24
55073,MA,1995,1708.0,Female,15-24
55074,MA,1996,1697.0,Female,15-24
55075,MA,1997,1799.0,Female,15-24
55076,MA,1998,1600.0,Female,15-24
55077,MA,1999,1654.0,Female,15-24
55078,MA,2000,1530.0,Female,15-24
55079,MA,2001,1477.0,Female,15-24
55080,MA,2002,1483.0,Female,15-24
55081,MA,2003,1455.0,Female,15-24
55082,MA,2004,1196.0,Female,15-24
55083,MA,2005,1330.0,Female,15-24
55084,MA,2006,1273.0,Female,15-24
55085,MA,2007,1177.0,Female,15-24
55086,MA,2008,1081.0,Female,15-24
55105,MC,1999,0.0,Female,15-24
55127,MD,1995,42.0,Female,15-24
55128,MD,1996,10.0,Female,15-24
55129,MD,1997,24.0,Female,15-24
55130,MD,1998,34.0,Female,15-24
55131,MD,1999,31.0,Female,15-24
55132,MD,2000,16.0,Female,15-24
55133,MD,2001,58.0,Female,15-24
55134,MD,2002,71.0,Female,15-24
55135,MD,2003,101.0,Female,15-24
55136,MD,2004,91.0,Female,15-24
55137,MD,2005,97.0,Female,15-24
55138,MD,2006,91.0,Female,15-24
55139,MD,2007,97.0,Female,15-24
55140,MD,2008,85.0,Female,15-24
55141,ME,2005,0.0,Female,15-24
55142,ME,2006,3.0,Female,15-24
55143,ME,2007,3.0,Female,15-24
55144,ME,2008,4.0,Female,15-24
55160,MG,1995,799.0,Female,15-24
55161,MG,1996,808.0,Female,15-24
55163,MG,1998,852.0,Female,15-24
55165,MG,2001,1010.0,Female,15-24
55166,MG,2002,983.0,Female,15-24
55167,MG,2003,1164.0,Female,15-24
55168,MG,2004,950.0,Female,15-24
55169,MG,2005,1012.0,Female,15-24
55170,MG,2006,1458.0,Female,15-24
55171,MG,2007,1456.0,Female,15-24
55172,MG,2008,1433.0,Female,15-24
55187,MH,1996,7.0,Female,15-24
55188,MH,1998,1.0,Female,15-24
55189,MH,1999,10.0,Female,15-24
55190,MH,2000,7.0,Female,15-24
55191,MH,2001,6.0,Female,15-24
55192,MH,2002,2.0,Female,15-24
55193,MH,2003,9.0,Female,15-24
55194,MH,2004,7.0,Female,15-24
55195,MH,2005,9.0,Female,15-24
55196,MH,2006,2.0,Female,15-24
55197,MH,2007,3.0,Female,15-24
55198,MH,2008,3.0,Female,15-24
55202,MK,1995,32.0,Female,15-24
55203,MK,1996,15.0,Female,15-24
55204,MK,1997,14.0,Female,15-24
55205,MK,1998,16.0,Female,15-24
55206,MK,1999,7.0,Female,15-24
55207,MK,2000,15.0,Female,15-24
55208,MK,2001,17.0,Female,15-24
55209,MK,2002,18.0,Female,15-24
55210,MK,2003,16.0,Female,15-24
55211,MK,2004,15.0,Female,15-24
55212,MK,2005,17.0,Female,15-24
55213,MK,2006,16.0,Female,15-24
55214,MK,2007,11.0,Female,15-24
55215,MK,2008,24.0,Female,15-24
55231,ML,1995,132.0,Female,15-24
55232,ML,1996,153.0,Female,15-24
55233,ML,1997,178.0,Female,15-24
55234,ML,1998,173.0,Female,15-24
55235,ML,1999,180.0,Female,15-24
55236,ML,2000,174.0,Female,15-24
55238,ML,2002,141.0,Female,15-24
55239,ML,2003,172.0,Female,15-24
55240,ML,2004,191.0,Female,15-24
55241,ML,2005,208.0,Female,15-24
55242,ML,2006,250.0,Female,15-24
55243,ML,2007,263.0,Female,15-24
55244,ML,2008,332.0,Female,15-24
55260,MM,1995,535.0,Female,15-24
55261,MM,1996,577.0,Female,15-24
55262,MM,1997,535.0,Female,15-24
55263,MM,1998,650.0,Female,15-24
55264,MM,1999,737.0,Female,15-24
55265,MM,2000,1040.0,Female,15-24
55266,MM,2001,1306.0,Female,15-24
55267,MM,2002,1563.0,Female,15-24
55268,MM,2003,1781.0,Female,15-24
55269,MM,2004,2020.0,Female,15-24
55270,MM,2005,2376.0,Female,15-24
55271,MM,2006,2453.0,Female,15-24
55272,MM,2007,2719.0,Female,15-24
55273,MM,2008,2526.0,Female,15-24
55288,MN,1994,27.0,Female,15-24
55289,MN,1995,70.0,Female,15-24
55290,MN,1996,98.0,Female,15-24
55291,MN,1997,109.0,Female,15-24
55292,MN,1998,162.0,Female,15-24
55293,MN,1999,205.0,Female,15-24
55294,MN,2000,200.0,Female,15-24
55295,MN,2001,253.0,Female,15-24
55296,MN,2002,263.0,Female,15-24
55297,MN,2003,254.0,Female,15-24
55298,MN,2004,283.0,Female,15-24
55299,MN,2005,320.0,Female,15-24
55300,MN,2006,372.0,Female,15-24
55301,MN,2007,273.0,Female,15-24
55302,MN,2008,283.0,Female,15-24
55318,MO,1995,9.0,Female,15-24
55319,MO,1996,10.0,Female,15-24
55320,MO,1997,10.0,Female,15-24
55321,MO,1998,9.0,Female,15-24
55323,MO,2000,10.0,Female,15-24
55324,MO,2001,5.0,Female,15-24
55325,MO,2002,7.0,Female,15-24
55326,MO,2003,7.0,Female,15-24
55327,MO,2004,5.0,Female,15-24
55328,MO,2005,5.0,Female,15-24
55329,MO,2006,7.0,Female,15-24
55330,MO,2007,10.0,Female,15-24
55331,MO,2008,7.0,Female,15-24
55344,MP,1995,0.0,Female,15-24
55345,MP,1996,1.0,Female,15-24
55347,MP,1998,3.0,Female,15-24
55349,MP,2000,10.0,Female,15-24
55350,MP,2001,5.0,Female,15-24
55351,MP,2002,9.0,Female,15-24
55352,MP,2003,3.0,Female,15-24
55353,MP,2004,1.0,Female,15-24
55354,MP,2005,0.0,Female,15-24
55355,MP,2006,2.0,Female,15-24
55356,MP,2007,0.0,Female,15-24
55357,MP,2008,0.0,Female,15-24
55374,MR,1997,131.0,Female,15-24
55376,MR,1999,157.0,Female,15-24
55379,MR,2004,102.0,Female,15-24
55381,MR,2006,109.0,Female,15-24
55382,MR,2007,103.0,Female,15-24
55383,MR,2008,127.0,Female,15-24
55403,MS,2003,0.0,Female,15-24
55404,MS,2004,0.0,Female,15-24
55424,MT,1995,0.0,Female,15-24
55425,MT,1996,0.0,Female,15-24
55426,MT,1997,0.0,Female,15-24
55427,MT,1998,1.0,Female,15-24
55431,MT,2002,0.0,Female,15-24
55432,MT,2003,0.0,Female,15-24
55433,MT,2004,0.0,Female,15-24
55434,MT,2005,0.0,Female,15-24
55435,MT,2006,0.0,Female,15-24
55436,MT,2007,2.0,Female,15-24
55437,MT,2008,1.0,Female,15-24
55453,MU,1995,4.0,Female,15-24
55456,MU,1998,9.0,Female,15-24
55457,MU,1999,13.0,Female,15-24
55458,MU,2000,5.0,Female,15-24
55460,MU,2002,3.0,Female,15-24
55461,MU,2003,6.0,Female,15-24
55462,MU,2004,6.0,Female,15-24
55463,MU,2005,4.0,Female,15-24
55464,MU,2006,3.0,Female,15-24
55465,MU,2007,4.0,Female,15-24
55466,MU,2008,2.0,Female,15-24
55482,MV,1995,13.0,Female,15-24
55483,MV,1996,12.0,Female,15-24
55484,MV,1997,15.0,Female,15-24
55485,MV,1998,13.0,Female,15-24
55486,MV,1999,10.0,Female,15-24
55487,MV,2000,11.0,Female,15-24
55488,MV,2001,10.0,Female,15-24
55489,MV,2002,8.0,Female,15-24
55490,MV,2003,8.0,Female,15-24
55491,MV,2004,8.0,Female,15-24
55492,MV,2005,10.0,Female,15-24
55493,MV,2006,6.0,Female,15-24
55494,MV,2007,5.0,Female,15-24
55495,MV,2008,7.0,Female,15-24
55511,MW,1995,802.0,Female,15-24
55512,MW,1996,887.0,Female,15-24
55513,MW,1997,1009.0,Female,15-24
55514,MW,1998,1131.0,Female,15-24
55515,MW,1999,1052.0,Female,15-24
55516,MW,2000,1038.0,Female,15-24
55517,MW,2001,1070.0,Female,15-24
55519,MW,2003,963.0,Female,15-24
55520,MW,2004,1009.0,Female,15-24
55521,MW,2005,913.0,Female,15-24
55522,MW,2006,848.0,Female,15-24
55523,MW,2007,768.0,Female,15-24
55524,MW,2008,707.0,Female,15-24
55541,MX,1996,685.0,Female,15-24
55543,MX,1998,856.0,Female,15-24
55544,MX,1999,773.0,Female,15-24
55545,MX,2000,663.0,Female,15-24
55546,MX,2001,1131.0,Female,15-24
55547,MX,2002,769.0,Female,15-24
55548,MX,2003,850.0,Female,15-24
55549,MX,2004,760.0,Female,15-24
55550,MX,2005,771.0,Female,15-24
55551,MX,2006,696.0,Female,15-24
55552,MX,2007,645.0,Female,15-24
55553,MX,2008,752.0,Female,15-24
55569,MY,1995,446.0,Female,15-24
55570,MY,1996,457.0,Female,15-24
55571,MY,1997,535.0,Female,15-24
55572,MY,1998,519.0,Female,15-24
55573,MY,1999,513.0,Female,15-24
55574,MY,2000,464.0,Female,15-24
55575,MY,2001,510.0,Female,15-24
55576,MY,2002,421.0,Female,15-24
55577,MY,2003,969.0,Female,15-24
55578,MY,2004,925.0,Female,15-24
55579,MY,2005,1044.0,Female,15-24
55580,MY,2006,30.0,Female,15-24
55581,MY,2007,1098.0,Female,15-24
55582,MY,2008,1161.0,Female,15-24
55598,MZ,1995,994.0,Female,15-24
55599,MZ,1996,1060.0,Female,15-24
55600,MZ,1997,1147.0,Female,15-24
55650,NC,1995,1.0,Female,15-24
55651,NC,1996,2.0,Female,15-24
55654,NC,1999,0.0,Female,15-24
55655,NC,2000,8.0,Female,15-24
55656,NC,2001,1.0,Female,15-24
55657,NC,2002,4.0,Female,15-24
55658,NC,2003,0.0,Female,15-24
55659,NC,2004,2.0,Female,15-24
55660,NC,2005,1.0,Female,15-24
55661,NC,2006,1.0,Female,15-24
55662,NC,2007,0.0,Female,15-24
55663,NC,2008,0.0,Female,15-24
55679,NE,1997,70.0,Female,15-24
55680,NE,1998,92.0,Female,15-24
55682,NE,2000,123.0,Female,15-24
55685,NE,2003,201.0,Female,15-24
55687,NE,2005,214.0,Female,15-24
55688,NE,2006,270.0,Female,15-24
55689,NE,2007,287.0,Female,15-24
55690,NE,2008,259.0,Female,15-24
55706,NG,1995,842.0,Female,15-24
55707,NG,1996,1954.0,Female,15-24
55708,NG,1997,1556.0,Female,15-24
55709,NG,1998,1856.0,Female,15-24
55711,NG,2000,2934.0,Female,15-24
55712,NG,2001,2619.0,Female,15-24
55713,NG,2002,2633.0,Female,15-24
55714,NG,2003,3394.0,Female,15-24
55715,NG,2004,3768.0,Female,15-24
55716,NG,2005,3996.0,Female,15-24
55717,NG,2006,4029.0,Female,15-24
55718,NG,2007,4522.0,Female,15-24
55719,NG,2008,4431.0,Female,15-24
55735,NI,1995,176.0,Female,15-24
55736,NI,1996,200.0,Female,15-24
55737,NI,1997,212.0,Female,15-24
55738,NI,1998,202.0,Female,15-24
55739,NI,1999,194.0,Female,15-24
55740,NI,2000,188.0,Female,15-24
55741,NI,2001,188.0,Female,15-24
55742,NI,2002,149.0,Female,15-24
55743,NI,2003,174.0,Female,15-24
55744,NI,2004,159.0,Female,15-24
55745,NI,2005,135.0,Female,15-24
55746,NI,2006,168.0,Female,15-24
55747,NI,2007,158.0,Female,15-24
55748,NI,2008,165.0,Female,15-24
55764,NL,1995,56.0,Female,15-24
55765,NL,1996,24.0,Female,15-24
55766,NL,1997,17.0,Female,15-24
55767,NL,1998,19.0,Female,15-24
55768,NL,1999,26.0,Female,15-24
55769,NL,2000,29.0,Female,15-24
55770,NL,2001,26.0,Female,15-24
55771,NL,2002,27.0,Female,15-24
55772,NL,2003,16.0,Female,15-24
55773,NL,2004,20.0,Female,15-24
55774,NL,2005,14.0,Female,15-24
55775,NL,2006,15.0,Female,15-24
55776,NL,2007,12.0,Female,15-24
55777,NL,2008,13.0,Female,15-24
55793,NO,1995,4.0,Female,15-24
55794,NO,1996,4.0,Female,15-24
55795,NO,1997,3.0,Female,15-24
55796,NO,1998,8.0,Female,15-24
55797,NO,1999,3.0,Female,15-24
55798,NO,2000,3.0,Female,15-24
55799,NO,2001,6.0,Female,15-24
55800,NO,2002,3.0,Female,15-24
55801,NO,2003,4.0,Female,15-24
55802,NO,2004,3.0,Female,15-24
55803,NO,2005,4.0,Female,15-24
55804,NO,2006,5.0,Female,15-24
55805,NO,2007,4.0,Female,15-24
55806,NO,2008,1.0,Female,15-24
55822,NP,1996,853.0,Female,15-24
55824,NP,1998,1112.0,Female,15-24
55825,NP,1999,1239.0,Female,15-24
55826,NP,2000,1267.0,Female,15-24
55827,NP,2001,1295.0,Female,15-24
55828,NP,2002,1203.0,Female,15-24
55829,NP,2003,1283.0,Female,15-24
55830,NP,2004,1282.0,Female,15-24
55831,NP,2005,1208.0,Female,15-24
55832,NP,2006,1164.0,Female,15-24
55833,NP,2007,1149.0,Female,15-24
55834,NP,2008,832.0,Female,15-24
55848,NR,1999,0.0,Female,15-24
55852,NR,2003,0.0,Female,15-24
55855,NR,2006,0.0,Female,15-24
55856,NR,2007,0.0,Female,15-24
55857,NR,2008,0.0,Female,15-24
55878,NU,2002,1.0,Female,15-24
55880,NU,2004,0.0,Female,15-24
55881,NU,2005,0.0,Female,15-24
55882,NU,2006,0.0,Female,15-24
55883,NU,2007,0.0,Female,15-24
55900,NZ,1995,2.0,Female,15-24
55901,NZ,1996,6.0,Female,15-24
55902,NZ,1997,4.0,Female,15-24
55903,NZ,1998,11.0,Female,15-24
55904,NZ,1999,6.0,Female,15-24
55905,NZ,2000,6.0,Female,15-24
55906,NZ,2001,9.0,Female,15-24
55907,NZ,2002,15.0,Female,15-24
55908,NZ,2003,18.0,Female,15-24
55909,NZ,2004,10.0,Female,15-24
55910,NZ,2005,11.0,Female,15-24
55911,NZ,2006,12.0,Female,15-24
55912,NZ,2007,14.0,Female,15-24
55913,NZ,2008,8.0,Female,15-24
55929,OM,1995,18.0,Female,15-24
55930,OM,1996,18.0,Female,15-24
55931,OM,1997,14.0,Female,15-24
55932,OM,1998,14.0,Female,15-24
55933,OM,1999,16.0,Female,15-24
55934,OM,2000,17.0,Female,15-24
55935,OM,2001,17.0,Female,15-24
55936,OM,2002,41.0,Female,15-24
55937,OM,2003,26.0,Female,15-24
55938,OM,2004,0.0,Female,15-24
55939,OM,2005,13.0,Female,15-24
55940,OM,2006,21.0,Female,15-24
55941,OM,2007,22.0,Female,15-24
55942,OM,2008,20.0,Female,15-24
55958,PA,1995,120.0,Female,15-24
55959,PA,1996,62.0,Female,15-24
55960,PA,1997,45.0,Female,15-24
55961,PA,1998,9.0,Female,15-24
55962,PA,1999,83.0,Female,15-24
55963,PA,2000,43.0,Female,15-24
55964,PA,2001,45.0,Female,15-24
55965,PA,2002,50.0,Female,15-24
55966,PA,2003,51.0,Female,15-24
55967,PA,2004,98.0,Female,15-24
55968,PA,2005,73.0,Female,15-24
55969,PA,2006,64.0,Female,15-24
55970,PA,2007,56.0,Female,15-24
55971,PA,2008,56.0,Female,15-24
55987,PE,1995,1005.0,Female,15-24
55988,PE,1996,896.0,Female,15-24
55989,PE,1997,4560.0,Female,15-24
55990,PE,1998,4560.0,Female,15-24
55991,PE,1999,4783.0,Female,15-24
55992,PE,2000,3686.0,Female,15-24
55993,PE,2001,4015.0,Female,15-24
55994,PE,2002,688.0,Female,15-24
55995,PE,2003,659.0,Female,15-24
55996,PE,2004,3258.0,Female,15-24
55997,PE,2005,2674.0,Female,15-24
55998,PE,2006,2713.0,Female,15-24
55999,PE,2007,2684.0,Female,15-24
56000,PE,2008,2644.0,Female,15-24
56017,PF,1996,5.0,Female,15-24
56018,PF,1997,5.0,Female,15-24
56019,PF,1998,1.0,Female,15-24
56020,PF,1999,2.0,Female,15-24
56021,PF,2000,4.0,Female,15-24
56022,PF,2001,7.0,Female,15-24
56023,PF,2002,4.0,Female,15-24
56024,PF,2003,3.0,Female,15-24
56025,PF,2004,4.0,Female,15-24
56026,PF,2005,2.0,Female,15-24
56027,PF,2006,6.0,Female,15-24
56028,PF,2007,1.0,Female,15-24
56029,PF,2008,1.0,Female,15-24
56046,PG,1996,41.0,Female,15-24
56047,PG,1997,11.0,Female,15-24
56048,PG,1998,94.0,Female,15-24
56049,PG,1999,32.0,Female,15-24
56050,PG,2000,77.0,Female,15-24
56051,PG,2001,91.0,Female,15-24
56052,PG,2002,160.0,Female,15-24
56053,PG,2003,193.0,Female,15-24
56054,PG,2004,164.0,Female,15-24
56055,PG,2005,200.0,Female,15-24
56056,PG,2006,226.0,Female,15-24
56057,PG,2007,148.0,Female,15-24
56058,PG,2008,261.0,Female,15-24
56074,PH,1995,20.0,Female,15-24
56075,PH,1996,11.0,Female,15-24
56076,PH,1997,80.0,Female,15-24
56077,PH,1998,76.0,Female,15-24
56082,PH,2003,3218.0,Female,15-24
56083,PH,2004,3507.0,Female,15-24
56084,PH,2005,3710.0,Female,15-24
56085,PH,2006,4337.0,Female,15-24
56086,PH,2007,4389.0,Female,15-24
56087,PH,2008,4529.0,Female,15-24
56102,PK,1995,375.0,Female,15-24
56105,PK,1998,735.0,Female,15-24
56106,PK,1999,259.0,Female,15-24
56107,PK,2000,591.0,Female,15-24
56108,PK,2001,1007.0,Female,15-24
56109,PK,2002,2401.0,Female,15-24
56110,PK,2003,3007.0,Female,15-24
56111,PK,2004,4281.0,Female,15-24
56112,PK,2005,6463.0,Female,15-24
56113,PK,2006,8410.0,Female,15-24
56114,PK,2007,11522.0,Female,15-24
56115,PK,2008,12838.0,Female,15-24
56131,PL,1995,129.0,Female,15-24
56132,PL,1996,180.0,Female,15-24
56133,PL,1997,91.0,Female,15-24
56134,PL,1998,102.0,Female,15-24
56135,PL,1999,95.0,Female,15-24
56136,PL,2000,99.0,Female,15-24
56137,PL,2001,99.0,Female,15-24
56138,PL,2002,90.0,Female,15-24
56139,PL,2003,91.0,Female,15-24
56140,PL,2004,92.0,Female,15-24
56141,PL,2005,95.0,Female,15-24
56142,PL,2006,83.0,Female,15-24
56143,PL,2007,65.0,Female,15-24
56144,PL,2008,65.0,Female,15-24
56159,PR,1995,2.0,Female,15-24
56160,PR,1996,5.0,Female,15-24
56161,PR,1997,3.0,Female,15-24
56162,PR,1998,0.0,Female,15-24
56163,PR,1999,4.0,Female,15-24
56164,PR,2000,4.0,Female,15-24
56165,PR,2001,3.0,Female,15-24
56166,PR,2002,1.0,Female,15-24
56167,PR,2003,3.0,Female,15-24
56168,PR,2004,2.0,Female,15-24
56169,PR,2005,3.0,Female,15-24
56170,PR,2006,4.0,Female,15-24
56171,PR,2007,0.0,Female,15-24
56172,PR,2008,1.0,Female,15-24
56186,PS,1995,1.0,Female,15-24
56187,PS,1996,2.0,Female,15-24
56192,PS,2003,1.0,Female,15-24
56195,PS,2006,0.0,Female,15-24
56196,PS,2007,0.0,Female,15-24
56197,PS,2008,2.0,Female,15-24
56213,PT,1995,139.0,Female,15-24
56214,PT,1996,114.0,Female,15-24
56215,PT,1997,105.0,Female,15-24
56216,PT,1998,132.0,Female,15-24
56217,PT,1999,98.0,Female,15-24
56218,PT,2000,114.0,Female,15-24
56219,PT,2001,110.0,Female,15-24
56220,PT,2002,99.0,Female,15-24
56221,PT,2003,99.0,Female,15-24
56222,PT,2004,89.0,Female,15-24
56223,PT,2005,67.0,Female,15-24
56224,PT,2006,56.0,Female,15-24
56225,PT,2007,49.0,Female,15-24
56226,PT,2008,54.0,Female,15-24
56241,PW,1995,0.0,Female,15-24
56243,PW,1997,0.0,Female,15-24
56245,PW,1999,1.0,Female,15-24
56247,PW,2002,0.0,Female,15-24
56248,PW,2003,0.0,Female,15-24
56251,PW,2006,0.0,Female,15-24
56252,PW,2007,0.0,Female,15-24
56269,PY,1995,65.0,Female,15-24
56270,PY,1996,80.0,Female,15-24
56271,PY,1997,91.0,Female,15-24
56272,PY,1998,87.0,Female,15-24
56273,PY,1999,84.0,Female,15-24
56274,PY,2000,69.0,Female,15-24
56275,PY,2001,91.0,Female,15-24
56276,PY,2002,88.0,Female,15-24
56277,PY,2003,87.0,Female,15-24
56278,PY,2004,106.0,Female,15-24
56279,PY,2005,89.0,Female,15-24
56280,PY,2006,130.0,Female,15-24
56281,PY,2007,100.0,Female,15-24
56282,PY,2008,92.0,Female,15-24
56297,QA,1995,2.0,Female,15-24
56298,QA,1996,0.0,Female,15-24
56299,QA,1997,2.0,Female,15-24
56300,QA,1998,4.0,Female,15-24
56301,QA,1999,2.0,Female,15-24
56302,QA,2000,0.0,Female,15-24
56303,QA,2001,1.0,Female,15-24
56304,QA,2002,6.0,Female,15-24
56305,QA,2003,4.0,Female,15-24
56306,QA,2004,6.0,Female,15-24
56307,QA,2005,5.0,Female,15-24
56308,QA,2006,6.0,Female,15-24
56309,QA,2007,4.0,Female,15-24
56310,QA,2008,4.0,Female,15-24
56326,RO,1995,1352.0,Female,15-24
56327,RO,1996,749.0,Female,15-24
56328,RO,1997,735.0,Female,15-24
56329,RO,1998,725.0,Female,15-24
56330,RO,1999,732.0,Female,15-24
56331,RO,2000,701.0,Female,15-24
56332,RO,2001,713.0,Female,15-24
56333,RO,2002,669.0,Female,15-24
56334,RO,2003,667.0,Female,15-24
56335,RO,2004,682.0,Female,15-24
56336,RO,2005,758.0,Female,15-24
56337,RO,2006,669.0,Female,15-24
56338,RO,2007,665.0,Female,15-24
56339,RO,2008,557.0,Female,15-24
56340,RS,2005,69.0,Female,15-24
56341,RS,2006,78.0,Female,15-24
56342,RS,2007,38.0,Female,15-24
56343,RS,2008,42.0,Female,15-24
56360,RU,1996,8.0,Female,15-24
56361,RU,1997,20.0,Female,15-24
56362,RU,1998,24.0,Female,15-24
56363,RU,1999,761.0,Female,15-24
56364,RU,2000,43.0,Female,15-24
56365,RU,2001,1019.0,Female,15-24
56366,RU,2002,1120.0,Female,15-24
56367,RU,2003,1156.0,Female,15-24
56368,RU,2004,1399.0,Female,15-24
56370,RU,2006,1514.0,Female,15-24
56371,RU,2007,1444.0,Female,15-24
56372,RU,2008,1467.0,Female,15-24
56385,RW,1996,229.0,Female,15-24
56386,RW,1997,274.0,Female,15-24
56388,RW,1999,189.0,Female,15-24
56389,RW,2000,396.0,Female,15-24
56391,RW,2002,98.0,Female,15-24
56392,RW,2003,312.0,Female,15-24
56393,RW,2004,460.0,Female,15-24
56394,RW,2005,483.0,Female,15-24
56395,RW,2006,494.0,Female,15-24
56396,RW,2007,477.0,Female,15-24
56397,RW,2008,439.0,Female,15-24
56415,SA,1998,82.0,Female,15-24
56416,SA,1999,182.0,Female,15-24
56417,SA,2000,172.0,Female,15-24
56418,SA,2001,161.0,Female,15-24
56419,SA,2002,186.0,Female,15-24
56420,SA,2003,210.0,Female,15-24
56421,SA,2004,204.0,Female,15-24
56422,SA,2005,205.0,Female,15-24
56423,SA,2006,226.0,Female,15-24
56424,SA,2007,298.0,Female,15-24
56425,SA,2008,274.0,Female,15-24
56441,SB,1995,17.0,Female,15-24
56442,SB,1996,5.0,Female,15-24
56443,SB,1997,19.0,Female,15-24
56444,SB,1998,14.0,Female,15-24
56446,SB,2000,15.0,Female,15-24
56448,SB,2002,16.0,Female,15-24
56449,SB,2003,14.0,Female,15-24
56450,SB,2004,22.0,Female,15-24
56451,SB,2005,23.0,Female,15-24
56452,SB,2006,16.0,Female,15-24
56453,SB,2007,12.0,Female,15-24
56454,SB,2008,13.0,Female,15-24
56468,SC,1995,0.0,Female,15-24
56469,SC,1996,1.0,Female,15-24
56470,SC,1997,1.0,Female,15-24
56471,SC,1998,0.0,Female,15-24
56474,SC,2001,0.0,Female,15-24
56475,SC,2002,0.0,Female,15-24
56476,SC,2003,0.0,Female,15-24
56477,SC,2004,0.0,Female,15-24
56478,SC,2005,0.0,Female,15-24
56481,SC,2008,0.0,Female,15-24
56494,SD,1995,490.0,Female,15-24
56497,SD,1998,875.0,Female,15-24
56498,SD,1999,1035.0,Female,15-24
56499,SD,2000,925.0,Female,15-24
56500,SD,2001,787.0,Female,15-24
56501,SD,2002,865.0,Female,15-24
56502,SD,2003,881.0,Female,15-24
56503,SD,2004,978.0,Female,15-24
56504,SD,2005,1102.0,Female,15-24
56505,SD,2006,965.0,Female,15-24
56506,SD,2007,992.0,Female,15-24
56507,SD,2008,850.0,Female,15-24
56523,SE,1995,10.0,Female,15-24
56524,SE,1996,4.0,Female,15-24
56525,SE,1997,10.0,Female,15-24
56526,SE,1998,10.0,Female,15-24
56527,SE,1999,7.0,Female,15-24
56528,SE,2000,9.0,Female,15-24
56529,SE,2001,4.0,Female,15-24
56530,SE,2002,11.0,Female,15-24
56531,SE,2003,10.0,Female,15-24
56532,SE,2004,11.0,Female,15-24
56533,SE,2005,10.0,Female,15-24
56534,SE,2006,12.0,Female,15-24
56535,SE,2007,5.0,Female,15-24
56536,SE,2008,12.0,Female,15-24
56552,SG,1995,8.0,Female,15-24
56554,SG,1997,11.0,Female,15-24
56555,SG,1998,6.0,Female,15-24
56556,SG,1999,12.0,Female,15-24
56557,SG,2000,9.0,Female,15-24
56558,SG,2001,5.0,Female,15-24
56559,SG,2002,10.0,Female,15-24
56560,SG,2003,6.0,Female,15-24
56561,SG,2004,6.0,Female,15-24
56562,SG,2005,5.0,Female,15-24
56563,SG,2006,19.0,Female,15-24
56564,SG,2007,13.0,Female,15-24
56565,SG,2008,9.0,Female,15-24
56581,SI,1995,7.0,Female,15-24
56582,SI,1996,8.0,Female,15-24
56583,SI,1997,8.0,Female,15-24
56584,SI,1998,8.0,Female,15-24
56585,SI,1999,0.0,Female,15-24
56586,SI,2000,3.0,Female,15-24
56587,SI,2001,5.0,Female,15-24
56588,SI,2002,3.0,Female,15-24
56589,SI,2003,5.0,Female,15-24
56590,SI,2004,4.0,Female,15-24
56591,SI,2005,4.0,Female,15-24
56592,SI,2006,5.0,Female,15-24
56593,SI,2007,1.0,Female,15-24
56594,SI,2008,2.0,Female,15-24
56610,SK,1995,16.0,Female,15-24
56611,SK,1996,23.0,Female,15-24
56612,SK,1997,10.0,Female,15-24
56613,SK,1998,5.0,Female,15-24
56614,SK,1999,8.0,Female,15-24
56615,SK,2000,5.0,Female,15-24
56616,SK,2001,4.0,Female,15-24
56617,SK,2002,6.0,Female,15-24
56618,SK,2003,8.0,Female,15-24
56619,SK,2004,1.0,Female,15-24
56620,SK,2005,1.0,Female,15-24
56621,SK,2006,6.0,Female,15-24
56622,SK,2007,5.0,Female,15-24
56623,SK,2008,2.0,Female,15-24
56638,SL,1995,165.0,Female,15-24
56639,SL,1996,201.0,Female,15-24
56640,SL,1997,207.0,Female,15-24
56641,SL,1998,235.0,Female,15-24
56643,SL,2000,249.0,Female,15-24
56644,SL,2001,279.0,Female,15-24
56645,SL,2002,300.0,Female,15-24
56646,SL,2003,308.0,Female,15-24
56647,SL,2004,304.0,Female,15-24
56648,SL,2005,393.0,Female,15-24
56649,SL,2006,375.0,Female,15-24
56650,SL,2007,398.0,Female,15-24
56651,SL,2008,460.0,Female,15-24
56658,SM,1997,0.0,Female,15-24
56664,SM,2003,0.0,Female,15-24
56665,SM,2004,0.0,Female,15-24
56683,SN,1995,428.0,Female,15-24
56684,SN,1996,450.0,Female,15-24
56685,SN,1997,421.0,Female,15-24
56686,SN,1998,412.0,Female,15-24
56687,SN,1999,441.0,Female,15-24
56688,SN,2000,521.0,Female,15-24
56689,SN,2001,540.0,Female,15-24
56690,SN,2002,545.0,Female,15-24
